Protein Replicate Feature  Intensity  Obs_Intensity  MNAR_threshold   MAR  MNAR
    EGF         4       1  20.680875      20.680875        0.005105 False False
    EGF         4       2  18.623459            NaN        0.011551  True False
    EGF         4       3  21.483310      21.483310        0.003709 False False
    EGF         4       4  22.288085      22.288085        0.002691 False False
    EGF         4       5  21.953584      21.953584        0.003075 False False
    EGF         4       6  19.698290      19.698290        0.007545 False False
    EGF         4       7  18.638500      18.638500        0.011482 False False
    EGF         4       8  20.297707      20.297707        0.005946 False False
    EGF         4       9  21.304107      21.304107        0.003983 False False
    EGF         4      10  20.452492      20.452492        0.005591 False False
    EGF         4      11  21.939661      21.939661        0.003092 False False
    EGF         4      12  22.512495      22.512495        0.002460 False False
    EGF         4      13  22.068928      22.068928        0.002937 False False
    EGF         4      14  19.908878      19.908878        0.006940 False False
    EGF         4      15  20.639591      20.639591        0.005190 False False
    EGF         4      16  20.053531      20.053531        0.006552 False False
    EGF         5       0  12.781727      12.781727        0.107869 False False
    EGF         5       1  11.180036            NaN        0.186637 False  True
    EGF         5       2   9.122620            NaN        0.343204 False  True
    EGF         5       3  11.982471      11.982471        0.142707 False False
    EGF         5       4  12.787246      12.787246        0.107657 False False
    EGF         5       5  12.452745      12.452745        0.121202 False False
    EGF         5       6  10.197451            NaN        0.253699 False  True
    EGF         5       7   9.137661       9.137661        0.341849 False False
    EGF         5       8  10.796868      10.796868        0.211027 False False
    EGF         5       9  11.803268      11.803268        0.151703 False False
    EGF         5      10  10.951653      10.951653        0.200903 False False
    EGF         5      11  12.438822      12.438822        0.121796 False False
    EGF         5      12  13.011656      13.011656        0.099333 False False
    EGF         5      13  12.568089      12.568089        0.116373 False False
    EGF         5      14  10.408039            NaN        0.238084 False  True
    EGF         5      15  11.138752            NaN        0.189156  True False
    EGF         5      16  10.552692      10.552692        0.227747 False False
    EGF         6       0  24.920779      24.920779        0.000940 False False
    EGF         6       1  23.319087      23.319087        0.001783 False False
    EGF         6       2  21.261671      21.261671        0.004051 False False
    EGF         6       3  24.121523      24.121523        0.001294 False False
    EGF         6       4  24.926297      24.926297        0.000938 False False
    EGF         6       5  24.591797      24.591797        0.001072 False False
    EGF         6       6  22.336502      22.336502        0.002639 False False
    EGF         6       7  21.276713      21.276713        0.004027 False False
    EGF         6       8  22.935920      22.935920        0.002078 False False
    EGF         6       9  23.942320      23.942320        0.001390 False False
    EGF         6      10  23.090705      23.090705        0.001953 False False
    EGF         6      11  24.577873      24.577873        0.001078 False False
    EGF         6      12  25.150707      25.150707        0.000858 False False
    EGF         6      13  24.707141            NaN        0.001024  True False
    EGF         6      14  22.547090      22.547090        0.002427 False False
    EGF         6      15  23.277804      23.277804        0.001813 False False
    EGF         6      16  22.691743      22.691743        0.002290 False False
    EGF         7       0  17.402723      17.402723        0.018687 False False
    EGF         7       1  15.801031      15.801031        0.034878 False False
    EGF         7       2  13.743615      13.743615        0.076037 False False
    EGF         7       3  16.603467      16.603467        0.025546 False False
    EGF         7       4  17.408241            NaN        0.018646 False  True
    EGF         7       5  17.073741      17.073741        0.021259 False False
    EGF         7       6  14.818446      14.818446        0.050817 False False
    EGF         7       7  13.758657            NaN        0.075616 False  True
    EGF         7       8  15.417864      15.417864        0.040421 False False
    EGF         7       9  16.424264      16.424264        0.027393 False False
    EGF         7      10  15.572649      15.572649        0.038087 False False
    EGF         7      11  17.059817      17.059817        0.021375 False False
    EGF         7      12  17.632651            NaN        0.017073  True False
    EGF         7      13  17.189085            NaN        0.020320 False  True
    EGF         7      14  15.029034      15.029034        0.046904 False False
    EGF         7      15  15.759748      15.759748        0.035438 False False
    EGF         7      16  15.173687      15.173687        0.044384 False False
    EGF         8       0  20.643461      20.643461        0.005182 False False
    EGF         8       1  19.041769            NaN        0.009789  True  True
    EGF         8       2  16.984353      16.984353        0.022016 False False
    EGF         8       3  19.844205      19.844205        0.007120 False False
    EGF         8       4  20.648979      20.648979        0.005171 False False
    EGF         8       5  20.314479      20.314479        0.005906 False False
    EGF         8       6  18.059184      18.059184        0.014433 False False
    EGF         8       7  16.999395            NaN        0.021886  True False
    EGF         8       8  18.658602      18.658602        0.011391 False False
    EGF         8       9  19.665002            NaN        0.007645  True False
    EGF         8      10  18.813387      18.813387        0.010715 False False
    EGF         8      11  20.300555      20.300555        0.005939 False False
    EGF         8      12  20.873389      20.873389        0.004729 False False
    EGF         8      13  20.429823      20.429823        0.005642 False False
    EGF         8      14  18.269772            NaN        0.013283  True False
    EGF         8      15  19.000486      19.000486        0.009950 False False
    EGF         8      16  18.414425      18.414425        0.012545 False False
    EGF         9       0  18.938232      18.938232        0.010198 False False
    EGF         9       1  17.336541            NaN        0.019178  True False
    EGF         9       2  15.279125            NaN        0.042629 False  True
    EGF         9       3  18.138976      18.138976        0.013986 False False
    EGF         9       4  18.943751      18.943751        0.010176 False False
    EGF         9       5  18.609250      18.609250        0.011616 False False
    EGF         9       6  16.353956      16.353956        0.028152 False False
    EGF         9       7  15.294166      15.294166        0.042384 False False
    EGF         9       8  16.953373      16.953373        0.022284 False False
    EGF         9       9  17.959773      17.959773        0.015010 False False
    EGF         9      10  17.108158      17.108158        0.020974 False False
    EGF         9      11  18.595327      18.595327        0.011680 False False
    EGF         9      12  19.168161            NaN        0.009310  True False
    EGF         9      13  18.724594      18.724594        0.011098 False False
    EGF         9      14  16.564544      16.564544        0.025937 False False
    EGF         9      15  17.295257      17.295257        0.019491 False False
    EGF         9      16  16.709197      16.709197        0.024514 False False
    EGF        10       0  24.072667      24.072667        0.001320 False False
    EGF        10       1  22.470975      22.470975        0.002501 False False
    EGF        10       2  20.413560            NaN        0.005678  True False
    EGF        10       3  23.273411      23.273411        0.001816 False False
    EGF        10       4  24.078186            NaN        0.001317  True False
    EGF        10       5  23.743685      23.743685        0.001505 False False
    EGF        10       6  21.488391      21.488391        0.003701 False False
    EGF        10       7  20.428601      20.428601        0.005644 False False
    EGF        10       8  22.087808      22.087808        0.002915 False False
    EGF        10       9  23.094208      23.094208        0.001951 False False
    EGF        10      10  22.242593      22.242593        0.002740 False False
    EGF        10      11  23.729761      23.729761        0.001513 False False
    EGF        10      12  24.302596      24.302596        0.001204 False False
    EGF        10      13  23.859029      23.859029        0.001437 False False
    EGF        10      14  21.698979      21.698979        0.003403 False False
    EGF        10      15  22.429692      22.429692        0.002543 False False
    EGF        10      16  21.843632            NaN        0.003213  True False
    EGF        11       0  13.505921      13.505921        0.082992 False False
    EGF        11       1  11.904230            NaN        0.146579 False  True
    EGF        11       2   9.846814       9.846814        0.281158 False False
    EGF        11       3  12.706665      12.706665        0.110793 False False
    EGF        11       4  13.511440      13.511440        0.082824 False False
    EGF        11       5  13.176939      13.176939        0.093572 False False
    EGF        11       6  10.921645      10.921645        0.202837 False False
    EGF        11       7   9.861855       9.861855        0.279943 False False
    EGF        11       8  11.521062      11.521062        0.166807 False False
    EGF        11       9  12.527462      12.527462        0.118054 False False
    EGF        11      10  11.675847      11.675847        0.158379 False False
    EGF        11      11  13.163016      13.163016        0.094046 False False
    EGF        11      12  13.735850            NaN        0.076256 False  True
    EGF        11      13  13.292283      13.292283        0.089732 False False
    EGF        11      14  11.132233      11.132233        0.189557 False False
    EGF        11      15  11.862946            NaN        0.148656 False  True
    EGF        11      16  11.276886      11.276886        0.180827 False False
    EGF        12       0  18.719092      18.719092        0.011122 False False
    EGF        12       1  17.117400      17.117400        0.020898 False False
    EGF        12       2  15.059984      15.059984        0.046354 False False
    EGF        12       3  17.919836      17.919836        0.015248 False False
    EGF        12       4  18.724611      18.724611        0.011098 False False
    EGF        12       5  18.390110      18.390110        0.012667 False False
    EGF        12       6  16.134816      16.134816        0.030652 False False
    EGF        12       7  15.075026      15.075026        0.046088 False False
    EGF        12       8  16.734233      16.734233        0.024276 False False
    EGF        12       9  17.740633      17.740633        0.016363 False False
    EGF        12      10  16.889018      16.889018        0.022852 False False
    EGF        12      11  18.376186      18.376186        0.012736 False False
    EGF        12      12  18.949020      18.949020        0.010155 False False
    EGF        12      13  18.505454      18.505454        0.012102 False False
    EGF        12      14  16.345403            NaN        0.028246  True False
    EGF        12      15  17.076117      17.076117        0.021239 False False
    EGF        12      16  16.490056            NaN        0.026700 False  True
    EGF        13       0  18.534180      18.534180        0.011966 False False
    EGF        13       1  16.932489      16.932489        0.022467 False False
    EGF        13       2  14.875073      14.875073        0.049735 False False
    EGF        13       3  17.734924      17.734924        0.016399 False False
    EGF        13       4  18.539699      18.539699        0.011940 False False
    EGF        13       5  18.205198      18.205198        0.013626 False False
    EGF        13       6  15.949904      15.949904        0.032928 False False
    EGF        13       7  14.890114      14.890114        0.049452 False False
    EGF        13       8  16.549321      16.549321        0.026091 False False
    EGF        13       9  17.555721      17.555721        0.017597 False False
    EGF        13      10  16.704106      16.704106        0.024563 False False
    EGF        13      11  18.191275      18.191275        0.013701 False False
    EGF        13      12  18.764109      18.764109        0.010926 False False
    EGF        13      13  18.320542      18.320542        0.013019 False False
    EGF        13      14  16.160492      16.160492        0.030348 False False
    EGF        13      15  16.891205      16.891205        0.022832 False False
    EGF        13      16  16.305145      16.305145        0.028691 False False
    EGF        14       0  23.087652      23.087652        0.001956 False False
    EGF        14       1  21.485960      21.485960        0.003705 False False
    EGF        14       2  19.428544      19.428544        0.008397 False False
    EGF        14       3  22.288396      22.288396        0.002690 False False
    EGF        14       4  23.093170            NaN        0.001951  True False
    EGF        14       5  22.758670            NaN        0.002230  True False
    EGF        14       6  20.503375      20.503375        0.005479 False False
    EGF        14       7  19.443586      19.443586        0.008347 False False
    EGF        14       8  21.102793      21.102793        0.004316 False False
    EGF        14       9  22.109193      22.109193        0.002890 False False
    EGF        14      10  21.257578      21.257578        0.004058 False False
    EGF        14      11  22.744746      22.744746        0.002243 False False
    EGF        14      12  23.317580      23.317580        0.001784 False False
    EGF        14      13  22.874014      22.874014        0.002130 False False
    EGF        14      14  20.713963      20.713963        0.005039 False False
    EGF        14      15  21.444677      21.444677        0.003766 False False
    EGF        14      16  20.858616      20.858616        0.004757 False False
    EGF        15       0  16.386670      16.386670        0.027796 False False
    EGF        15       1  14.784978      14.784978        0.051466 False False
    EGF        15       2  12.727562      12.727562        0.109972 False False
    EGF        15       3  15.587414      15.587414        0.037871 False False
    EGF        15       4  16.392188      16.392188        0.027737 False False
    EGF        15       5  16.057688      16.057688        0.031582 False False
    EGF        15       6  13.802393      13.802393        0.074402 False False
    EGF        15       7  12.742604      12.742604        0.109385 False False
    EGF        15       8  14.401811      14.401811        0.059484 False False
    EGF        15       9  15.408211      15.408211        0.040571 False False
    EGF        15      10  14.556595      14.556595        0.056113 False False
    EGF        15      11  16.043764      16.043764        0.031753 False False
    EGF        15      12  16.616598      16.616598        0.025416 False False
    EGF        15      13  16.173032            NaN        0.030201  True False
    EGF        15      14  14.012981      14.012981        0.068805 False False
    EGF        15      15  14.743695      14.743695        0.052278 False False
    EGF        15      16  14.157634      14.157634        0.065189 False False
    EGF        16       0  19.169059      19.169059        0.009307 False False
    EGF        16       1  17.567367      17.567367        0.017516 False False
    EGF        16       2  15.509951      15.509951        0.039016 False False
    EGF        16       3  18.369803      18.369803        0.012769 False False
    EGF        16       4  19.174578      19.174578        0.009287 False False
    EGF        16       5  18.840077            NaN        0.010602  True False
    EGF        16       6  16.584783      16.584783        0.025733 False False
    EGF        16       7  15.524993      15.524993        0.038791 False False
    EGF        16       8  17.184200      17.184200        0.020359 False False
    EGF        16       9  18.190600      18.190600        0.013704 False False
    EGF        16      10  17.338985      17.338985        0.019160 False False
    EGF        16      11  18.826153      18.826153        0.010661 False False
    EGF        16      12  19.398987      19.398987        0.008496 False False
    EGF        16      13  18.955421      18.955421        0.010129 False False
    EGF        16      14  16.795370      16.795370        0.023703 False False
    EGF        16      15  17.526084      17.526084        0.017803 False False
    EGF        16      16  16.940023      16.940023        0.022401 False False
    EGF        17       0  17.052768      17.052768        0.021434 False False
    EGF        17       1  15.451076      15.451076        0.039909 False False
    EGF        17       2  13.393661      13.393661        0.086474 False False
    EGF        17       3  16.253512      16.253512        0.029272 False False
    EGF        17       4  17.058287      17.058287        0.021388 False False
    EGF        17       5  16.723786      16.723786        0.024375 False False
    EGF        17       6  14.468492      14.468492        0.058009 False False
    EGF        17       7  13.408702      13.408702        0.086000 False False
    EGF        17       8  15.067909      15.067909        0.046214 False False
    EGF        17       9  16.074309      16.074309        0.031379 False False
    EGF        17      10  15.222694      15.222694        0.043560 False False
    EGF        17      11  16.709862      16.709862        0.024508 False False
    EGF        17      12  17.282697      17.282697        0.019588 False False
    EGF        17      13  16.839130      16.839130        0.023302 False False
    EGF        17      14  14.679080      14.679080        0.053574 False False
    EGF        17      15  15.409793            NaN        0.040546 False  True
    EGF        17      16  14.823733      14.823733        0.050715 False False
    EGF        18       0  19.812985      19.812985        0.007209 False False
    EGF        18       1  18.211293      18.211293        0.013593 False False
    EGF        18       2  16.153877      16.153877        0.030426 False False
    EGF        18       3  19.013729      19.013729        0.009898 False False
    EGF        18       4  19.818503      19.818503        0.007193 False False
    EGF        18       5  19.484003      19.484003        0.008215 False False
    EGF        18       6  17.228708      17.228708        0.020007 False False
    EGF        18       7  16.168919      16.168919        0.030249 False False
    EGF        18       8  17.828126      17.828126        0.015809 False False
    EGF        18       9  18.834526      18.834526        0.010626 False False
    EGF        18      10  17.982910      17.982910        0.014874 False False
    EGF        18      11  19.470079      19.470079        0.008260 False False
    EGF        18      12  20.042913      20.042913        0.006580 False False
    EGF        18      13  19.599347      19.599347        0.007847 False False
    EGF        18      14  17.439296      17.439296        0.018420 False False
    EGF        18      15  18.170010      18.170010        0.013816 False False
    EGF        18      16  17.583949      17.583949        0.017403 False False
    EGF        19       0  21.434789      21.434789        0.003781 False False
    EGF        19       1  19.833097      19.833097        0.007152 False False
    EGF        19       2  17.775681      17.775681        0.016139 False False
    EGF        19       3  20.635533      20.635533        0.005198 False False
    EGF        19       4  21.440308      21.440308        0.003773 False False
    EGF        19       5  21.105807      21.105807        0.004311 False False
    EGF        19       6  18.850513      18.850513        0.010559 False False
    EGF        19       7  17.790723            NaN        0.016043 False  True
    EGF        19       8  19.449930      19.449930        0.008326 False False
    EGF        19       9  20.456330      20.456330        0.005582 False False
    EGF        19      10  19.604715      19.604715        0.007830 False False
    EGF        19      11  21.091883      21.091883        0.004335 False False
    EGF        19      12  21.664717      21.664717        0.003450 False False
    EGF        19      13  21.221151      21.221151        0.004117 False False
    EGF        19      14  19.061100      19.061100        0.009714 False False
    EGF        19      15  19.791814      19.791814        0.007270 False False
    EGF        19      16  19.205753      19.205753        0.009173 False False
    EGF        20       0  16.384486      16.384486        0.027820 False False
    EGF        20       1  14.782794      14.782794        0.051509 False False
    EGF        20       2  12.725378      12.725378        0.110058 False False
    EGF        20       3  15.585230      15.585230        0.037903 False False
    EGF        20       4  16.390005      16.390005        0.027760 False False
    EGF        20       5  16.055504      16.055504        0.031609 False False
    EGF        20       6  13.800210            NaN        0.074462 False  True
    EGF        20       7  12.740420      12.740420        0.109470 False False
    EGF        20       8  14.399627      14.399627        0.059533 False False
    EGF        20       9  15.406027      15.406027        0.040605 False False
    EGF        20      10  14.554412      14.554412        0.056159 False False
    EGF        20      11  16.041580      16.041580        0.031780 False False
    EGF        20      12  16.614414      16.614414        0.025437 False False
    EGF        20      13  16.170848      16.170848        0.030227 False False
    EGF        20      14  14.010797      14.010797        0.068861 False False
    EGF        20      15  14.741511      14.741511        0.052322 False False
    EGF        20      16  14.155450            NaN        0.065242 False  True
    EGF        21       0  23.120514      23.120514        0.001930 False False
    EGF        21       1  21.518823      21.518823        0.003657 False False
    EGF        21       2  19.461407      19.461407        0.008289 False False
    EGF        21       3  22.321259      22.321259        0.002655 False False
    EGF        21       4  23.126033            NaN        0.001926  True False
    EGF        21       5  22.791533      22.791533        0.002201 False False
    EGF        21       6  20.536238      20.536238        0.005408 False False
    EGF        21       7  19.476449      19.476449        0.008239 False False
    EGF        21       8  21.135655      21.135655        0.004260 False False
    EGF        21       9  22.142056            NaN        0.002852  True False
    EGF        21      10  21.290440      21.290440        0.004005 False False
    EGF        21      11  22.777609      22.777609        0.002213 False False
    EGF        21      12  23.350443      23.350443        0.001761 False False
    EGF        21      13  22.906876      22.906876        0.002102 False False
    EGF        21      14  20.746826      20.746826        0.004973 False False
    EGF        21      15  21.477540      21.477540        0.003717 False False
    EGF        21      16  20.891479      20.891479        0.004695 False False
    EGF        22       0  22.391115      22.391115        0.002582 False False
    EGF        22       1  20.789424      20.789424        0.004889 False False
    EGF        22       2  18.732008      18.732008        0.011065 False False
    EGF        22       3  21.591860      21.591860        0.003552 False False
    EGF        22       4  22.396634      22.396634        0.002577 False False
    EGF        22       5  22.062134      22.062134        0.002945 False False
    EGF        22       6  19.806839      19.806839        0.007227 False False
    EGF        22       7  18.747050      18.747050        0.011000 False False
    EGF        22       8  20.406256      20.406256        0.005695 False False
    EGF        22       9  21.412657      21.412657        0.003815 False False
    EGF        22      10  20.561041      20.561041        0.005355 False False
    EGF        22      11  22.048210      22.048210        0.002961 False False
    EGF        22      12  22.621044            NaN        0.002356  True False
    EGF        22      13  22.177478      22.177478        0.002812 False False
    EGF        22      14  20.017427      20.017427        0.006647 False False
    EGF        22      15  20.748141      20.748141        0.004970 False False
    EGF        22      16  20.162080      20.162080        0.006275 False False
    EGF        23       0  21.193826      21.193826        0.004162 False False
    EGF        23       1  19.592135      19.592135        0.007870 False False
    EGF        23       2  17.534719      17.534719        0.017743 False False
    EGF        23       3  20.394570      20.394570        0.005721 False False
    EGF        23       4  21.199345      21.199345        0.004153 False False
    EGF        23       5  20.864844      20.864844        0.004745 False False
    EGF        23       6  18.609550      18.609550        0.011614 False False
    EGF        23       7  17.549760      17.549760        0.017638 False False
    EGF        23       8  19.208967            NaN        0.009161  True False
    EGF        23       9  20.215367      20.215367        0.006144 False False
    EGF        23      10  19.363752      19.363752        0.008616 False False
    EGF        23      11  20.850921      20.850921        0.004771 False False
    EGF        23      12  21.423755      21.423755        0.003798 False False
    EGF        23      13  20.980188      20.980188        0.004532 False False
    EGF        23      14  18.820138      18.820138        0.010686 False False
    EGF        23      15  19.550851      19.550851        0.008000 False False
    EGF        23      16  18.964791      18.964791        0.010092 False False
    EGF        24       0  22.388911      22.388911        0.002585 False False
    EGF        24       1  20.787220            NaN        0.004894  True False
    EGF        24       2  18.729804      18.729804        0.011075 False False
    EGF        24       3  21.589655      21.589655        0.003555 False False
    EGF        24       4  22.394430      22.394430        0.002579 False False
    EGF        24       5  22.059929      22.059929        0.002947 False False
    EGF        24       6  19.804635      19.804635        0.007233 False False
    EGF        24       7  18.744845      18.744845        0.011009 False False
    EGF        24       8  20.404052      20.404052        0.005700 False False
    EGF        24       9  21.410452      21.410452        0.003818 False False
    EGF        24      10  20.558837      20.558837        0.005359 False False
    EGF        24      11  22.046005      22.046005        0.002964 False False
    EGF        24      12  22.618840            NaN        0.002358  True False
    EGF        24      13  22.175273      22.175273        0.002815 False False
    EGF        24      14  20.015223      20.015223        0.006652 False False
    EGF        24      15  20.745936      20.745936        0.004975 False False
    EGF        24      16  20.159876      20.159876        0.006281 False False
    EGF        25       0  17.635160      17.635160        0.017056 False False
    EGF        25       1  16.033468            NaN        0.031880 False  True
    EGF        25       2  13.976052      13.976052        0.069757 False False
    EGF        25       3  16.835904      16.835904        0.023331 False False
    EGF        25       4  17.640679      17.640679        0.017019 False False
    EGF        25       5  17.306178      17.306178        0.019408 False False
    EGF        25       6  15.050884      15.050884        0.046515 False False
    EGF        25       7  13.991094      13.991094        0.069368 False False
    EGF        25       8  15.650301      15.650301        0.036965 False False
    EGF        25       9  16.656701      16.656701        0.025021 False False
    EGF        25      10  15.805086            NaN        0.034823  True False
    EGF        25      11  17.292254      17.292254        0.019514 False False
    EGF        25      12  17.865088      17.865088        0.015580 False False
    EGF        25      13  17.421522      17.421522        0.018549 False False
    EGF        25      14  15.261471      15.261471        0.042918 False False
    EGF        25      15  15.992185      15.992185        0.032393 False False
    EGF        25      16  15.406124      15.406124        0.040604 False False
    EGF        26       0  19.317673      19.317673        0.008775 False False
    EGF        26       1  17.715981      17.715981        0.016522 False False
    EGF        26       2  15.658565      15.658565        0.036847 False False
    EGF        26       3  18.518417      18.518417        0.012040 False False
    EGF        26       4  19.323191      19.323191        0.008756 False False
    EGF        26       5  18.988691      18.988691        0.009996 False False
    EGF        26       6  16.733396      16.733396        0.024284 False False
    EGF        26       7  15.673607      15.673607        0.036634 False False
    EGF        26       8  17.332814      17.332814        0.019206 False False
    EGF        26       9  18.339214      18.339214        0.012924 False False
    EGF        26      10  17.487599      17.487599        0.018074 False False
    EGF        26      11  18.974767      18.974767        0.010052 False False
    EGF        26      12  19.547601      19.547601        0.008010 False False
    EGF        26      13  19.104035      19.104035        0.009550 False False
    EGF        26      14  16.943984      16.943984        0.022366 False False
    EGF        26      15  17.674698            NaN        0.016793 False  True
    EGF        26      16  17.088637      17.088637        0.021135 False False
    EGF        27       0  16.879035            NaN        0.022941  True False
    EGF        27       1  15.277343      15.277343        0.042658 False False
    EGF        27       2  13.219927      13.219927        0.092124 False False
    EGF        27       3  16.079779      16.079779        0.031313 False False
    EGF        27       4  16.884554            NaN        0.022892  True False
    EGF        27       5  16.550053      16.550053        0.026084 False False
    EGF        27       6  14.294759      14.294759        0.061925 False False
    EGF        27       7  13.234969      13.234969        0.091622 False False
    EGF        27       8  14.894176      14.894176        0.049375 False False
    EGF        27       9  15.900576      15.900576        0.033562 False False
    EGF        27      10  15.048961      15.048961        0.046549 False False
    EGF        27      11  16.536129      16.536129        0.026225 False False
    EGF        27      12  17.108964      17.108964        0.020968 False False
    EGF        27      13  16.665397      16.665397        0.024937 False False
    EGF        27      14  14.505346      14.505346        0.057209 False False
    EGF        27      15  15.236060      15.236060        0.043338 False False
    EGF        27      16  14.650000      14.650000        0.054167 False False
    EGF        28       0  18.882679      18.882679        0.010425 False False
    EGF        28       1  17.280987            NaN        0.019601 False  True
    EGF        28       2  15.223572      15.223572        0.043545 False False
    EGF        28       3  18.083423      18.083423        0.014296 False False
    EGF        28       4  18.888198      18.888198        0.010402 False False
    EGF        28       5  18.553697      18.553697        0.011874 False False
    EGF        28       6  16.298403      16.298403        0.028766 False False
    EGF        28       7  15.238613      15.238613        0.043296 False False
    EGF        28       8  16.897820      16.897820        0.022773 False False
    EGF        28       9  17.904220      17.904220        0.015342 False False
    EGF        28      10  17.052605      17.052605        0.021435 False False
    EGF        28      11  18.539773      18.539773        0.011939 False False
    EGF        28      12  19.112608      19.112608        0.009518 False False
    EGF        28      13  18.669041      18.669041        0.011344 False False
    EGF        28      14  16.508991      16.508991        0.026504 False False
    EGF        28      15  17.239704      17.239704        0.019921 False False
    EGF        28      16  16.653644      16.653644        0.025051 False False
    EGF        29       0  21.277410      21.277410        0.004026 False False
    EGF        29       1  19.675718      19.675718        0.007613 False False
    EGF        29       2  17.618302      17.618302        0.017169 False False
    EGF        29       3  20.478154      20.478154        0.005534 False False
    EGF        29       4  21.282929      21.282929        0.004017 False False
    EGF        29       5  20.948428      20.948428        0.004590 False False
    EGF        29       6  18.693134      18.693134        0.011237 False False
    EGF        29       7  17.633344      17.633344        0.017068 False False
    EGF        29       8  19.292551      19.292551        0.008863 False False
    EGF        29       9  20.298951      20.298951        0.005943 False False
    EGF        29      10  19.447336      19.447336        0.008335 False False
    EGF        29      11  20.934504      20.934504        0.004615 False False
    EGF        29      12  21.507338      21.507338        0.003673 False False
    EGF        29      13  21.063772      21.063772        0.004384 False False
    EGF        29      14  18.903721      18.903721        0.010338 False False
    EGF        29      15  19.634435            NaN        0.007739  True False
    EGF        29      16  19.048374      19.048374        0.009763 False False
    EGF        30       0  17.611361      17.611361        0.017216 False False
    EGF        30       1  16.009669      16.009669        0.032175 False False
    EGF        30       2  13.952254      13.952254        0.070378 False False
    EGF        30       3  16.812105      16.812105        0.023549 False False
    EGF        30       4  17.616880            NaN        0.017179  True False
    EGF        30       5  17.282379      17.282379        0.019590 False False
